0	133.1329345703125	133.1329345703125	133.1329345703125	133.1329345703125
3	132.75146484375	132.75146484375	132.75146484375	132.75146484375
6	132.75146484375	132.75146484375	132.75146484375	132.75146484375
9	132.75146484375	132.75146484375	132.75146484375	132.75146484375
12	132.75146484375	132.75146484375	132.75146484375	132.75146484375
15	132.75146484375	132.75146484375	132.75146484375	132.75146484375
18	132.75146484375	132.75146484375	132.75146484375	132.75146484375
21	132.75146484375	132.75146484375	132.75146484375	132.75146484375
24	132.75146484375	132.75146484375	132.75146484375	132.75146484375
27	132.75146484375	132.75146484375	132.75146484375	132.75146484375
30	132.75146484375	132.75146484375	132.75146484375	132.75146484375
33	132.75146484375	132.75146484375	132.75146484375	132.75146484375
36	133.1329345703125	133.1329345703125	133.1329345703125	133.1329345703125
39	133.1329345703125	133.1329345703125	133.1329345703125	133.1329345703125
42	133.514404296875	133.514404296875	133.514404296875	133.514404296875
45	133.8958740234375	133.8958740234375	133.8958740234375	133.8958740234375
48	134.27734375	134.27734375	134.27734375	134.27734375
51	134.6588134765625	134.6588134765625	134.6588134765625	134.6588134765625
54	135.040283203125	135.040283203125	135.040283203125	135.040283203125
57	135.4217529296875	135.4217529296875	135.4217529296875	135.4217529296875
60	135.80322265625	135.80322265625	135.80322265625	135.80322265625
63	136.566162109375	136.566162109375	136.566162109375	136.566162109375
66	137.3291015625	137.3291015625	137.3291015625	137.3291015625
69	138.092041015625	138.092041015625	138.092041015625	138.092041015625
72	138.85498046875	138.85498046875	138.85498046875	138.85498046875
75	139.617919921875	139.617919921875	139.617919921875	139.617919921875
78	140.380859375	140.380859375	140.380859375	140.380859375
81	141.5252685546875	141.5252685546875	141.5252685546875	141.5252685546875
84	142.669677734375	142.669677734375	142.669677734375	142.669677734375
87	143.8140869140625	143.8140869140625	143.8140869140625	143.8140869140625
90	144.95849609375	144.95849609375	144.95849609375	144.95849609375
93	146.1029052734375	146.1029052734375	146.1029052734375	146.1029052734375
96	147.6287841796875	147.6287841796875	147.6287841796875	147.6287841796875
99	148.773193359375	148.773193359375	148.773193359375	148.773193359375
102	150.299072265625	150.299072265625	150.299072265625	150.299072265625
105	151.824951171875	151.824951171875	151.824951171875	151.824951171875
108	153.7322998046875	153.7322998046875	153.7322998046875	153.7322998046875
111	155.2581787109375	155.2581787109375	155.2581787109375	155.2581787109375
114	157.16552734375	157.16552734375	157.16552734375	157.16552734375
117	159.0728759765625	159.0728759765625	159.0728759765625	159.0728759765625
120	160.980224609375	160.980224609375	160.980224609375	160.980224609375
123	162.8875732421875	162.8875732421875	162.8875732421875	162.8875732421875
126	165.1763916015625	165.1763916015625	165.1763916015625	165.1763916015625
129	167.083740234375	167.083740234375	167.083740234375	167.083740234375
132	169.37255859375	169.37255859375	169.37255859375	169.37255859375
135	171.661376953125	171.661376953125	171.661376953125	171.661376953125
138	173.9501953125	173.9501953125	173.9501953125	173.9501953125
141	176.6204833984375	176.6204833984375	176.6204833984375	176.6204833984375
144	178.9093017578125	178.9093017578125	178.9093017578125	178.9093017578125
